TITLE = "K11"
VARIABLES = "X", "Y","U", "V", "P", "dPx", "dPy","K11", "K33"
ZONE T = "frame 0", I=13, J=47
   4.0000000e-02   4.0000000e-02   1.9043387e-05  -2.3503950e-05  -1.0698960e-03  -9.2736712e-04   1.0322234e-03   2.0534896e-02   2.2770217e-02
   4.0000000e-02   6.0000000e-02   1.9096600e-05  -3.3680962e-05  -1.0445961e-03  -9.4214050e-04   1.4843825e-03   2.0269376e-02   2.2690218e-02
   4.0000000e-02   8.0000000e-02   1.9093787e-05  -4.3895062e-05  -1.0103179e-03  -9.4912675e-04   1.9385537e-03   2.0117216e-02   2.2643201e-02
   4.0000000e-02   1.0000000e-01   1.9005775e-05  -5.4119650e-05  -9.6702225e-04  -9.4467325e-04   2.3906900e-03   2.0118888e-02   2.2637669e-02
   4.0000000e-02   1.2000000e-01   1.8851587e-05  -6.4347775e-05  -9.1468137e-04  -9.3699362e-04   2.8426925e-03   2.0119227e-02   2.2636207e-02
   4.0000000e-02   1.4000000e-01   1.8580762e-05  -7.4527000e-05  -8.5330387e-04  -9.2500925e-04   3.2935712e-03   2.0087110e-02   2.2628021e-02
   4.0000000e-02   1.6000000e-01   1.8126325e-05  -8.4604900e-05  -7.8292525e-04  -9.0821212e-04   3.7445637e-03   1.9958250e-02   2.2594061e-02
   4.0000000e-02   1.8000000e-01   1.7412037e-05  -9.4422137e-05  -7.0354962e-04  -8.7333200e-04   4.1916162e-03   1.9937478e-02   2.2526427e-02
   4.0000000e-02   2.0000000e-01   1.6471912e-05  -1.0414772e-04  -6.1517550e-04  -8.1488087e-04   4.6395750e-03   2.0213890e-02   2.2447686e-02
   4.0000000e-02   2.2000000e-01   1.4986450e-05  -1.1350324e-04  -5.1829675e-04  -7.3800712e-04   5.0444712e-03   2.0306647e-02   2.2500522e-02
   4.0000000e-02   2.4000000e-01   1.2762350e-05  -1.2239142e-04  -4.1341100e-04  -6.2134000e-04   5.4388925e-03   2.0540042e-02   2.2503005e-02
   4.0000000e-02   2.6000000e-01   9.4190612e-06  -1.3070562e-04  -3.0088812e-04  -4.4545825e-04   5.8071575e-03   2.1144656e-02   2.2507677e-02
   4.0000000e-02   2.8000000e-01   4.3433337e-06  -1.3840437e-04  -1.8128650e-04  -1.7927050e-04   6.1471462e-03   2.4227822e-02   2.2515224e-02
   6.0000000e-02   4.0000000e-02   2.9199037e-05  -2.3635575e-05  -1.1152235e-03  -1.4063112e-03   1.0341697e-03   2.0762856e-02   2.2854638e-02
   6.0000000e-02   6.0000000e-02   2.9275900e-05  -3.3849725e-05  -1.0897416e-03  -1.4236825e-03   1.4858737e-03   2.0563503e-02   2.2781024e-02
   6.0000000e-02   8.0000000e-02   2.9318187e-05  -4.4099300e-05  -1.0552379e-03  -1.4377750e-03   1.9397437e-03   2.0391360e-02   2.2734601e-02
   6.0000000e-02   1.0000000e-01   2.9303650e-05  -5.4439887e-05  -1.0116801e-03  -1.4489912e-03   2.3992987e-03   2.0223483e-02   2.2689916e-02
   6.0000000e-02   1.2000000e-01   2.9177550e-05  -6.4852487e-05  -9.5900025e-04  -1.4521162e-03   2.8629450e-03   2.0093123e-02   2.2652369e-02
   6.0000000e-02   1.4000000e-01   2.8873200e-05  -7.5316175e-05  -8.9713525e-04  -1.4393537e-03   3.3233862e-03   2.0059836e-02   2.2662480e-02
